 (5.202238114732755242e-02+2.022351584528449056e-23j),  (5.342930330222697699e-02-7.528867443138526859e-24j),  (1.115851910935911073e-01-3.750306169389843136e-23j),  (2.264074149323456464e-01+0.000000000000000000e+00j),  (1.118244209573842213e-01+2.964064282374165090e-23j),  (5.320542895678728734e-02+5.258414006289699684e-19j),  (5.202238114732755242e-02+2.022351584528449056e-23j)
 (4.477517742317203148e-02-7.093840315715446755e-17j),  (5.233996883582842791e-02+3.538567920168068501e-17j),  (5.542948531125885259e-02-3.962040681777657016e-17j),  (9.435328492798455979e-02-6.499307800628467730e-17j),  (5.587192233306498973e-02-7.034988686018137849e-18j),  (5.190006132685832246e-02+1.366930051567711663e-17j),  (4.477517742317203148e-02-7.093840315715446755e-17j)
 (4.064789875787042789e-02+4.607644249489631733e-17j),  (4.152436773398149317e-02+5.721727674757068128e-17j),  (4.642316081705814834e-02+2.300015077204589675e-18j),  (4.452916216605887906e-02-3.514421301955117141e-17j),  (4.724672173014275028e-02+1.072089854957844694e-17j),  (4.043053495552780680e-02+1.959855121872203119e-17j),  (4.064789875787042789e-02+4.607644249489631733e-17j)
 (2.924227924203020440e-02-2.584285543628719830e-17j),  (3.448121386531309562e-02+1.049633786166620994e-17j),  (3.214775252217935003e-02-6.197645598040654690e-17j),  (3.207839410575386019e-02+4.176219779223376114e-17j),  (3.393296393050782012e-02+3.263765251377266953e-17j),  (3.255466121362166065e-02+2.117521650769120589e-17j),  (2.924227924203020440e-02-2.584285543628719830e-17j)
 (2.088616507450186469e-02+1.440567021933046679e-17j),  (2.502041730905530531e-02+5.423065969392900703e-17j),  (2.318189607402494981e-02+3.551839702648362944e-17j),  (2.015829746629477226e-02+1.613203988757617744e-17j),  (2.523691810502776828e-02+8.116376105044180472e-17j),  (2.236676123023476764e-02+1.084623652240077931e-17j),  (2.088616507450186469e-02+1.440567021933046679e-17j)
 (1.117955138156984107e-02+1.980435867463803662e-18j),  (1.661840786923870009e-02-5.109757887118539074e-17j),  (1.368234345980937419e-02-3.544982182836703900e-17j),  (1.128691632105185624e-02-2.252961781023033062e-17j),  (1.594419581331747021e-02-4.729906406524376456e-17j),  (1.379641879417729984e-02+2.088724117657446279e-17j),  (1.117955138156984107e-02+1.980435867463803662e-18j)
 (4.500532556769621523e-03+1.217174716391398231e-17j),  (8.762845351353739515e-03-3.618439799386050131e-18j),  (6.602304157870012014e-03-1.225874731074261765e-18j),  (4.048558248815820222e-03-2.169432486848816526e-17j),  (8.435350319229335120e-03+6.638785997584269637e-19j),  (6.280785969274482392e-03+8.931303787540199223e-18j),  (4.500532556769621523e-03+1.217174716391398231e-17j)
 (-1.899821042197851032e-05+1.563145141772963473e-18j),  (3.169165097855270591e-03+8.236635307642402112e-18j),  (1.530205239748036504e-03+5.506508101520335556e-18j),  (-4.205098230013687373e-05-2.879610306907311433e-18j),  (2.874306335022714948e-03-1.888920437701518483e-18j),  (1.467732260099543270e-03-2.228434414415952045e-18j),  (-1.899821042197851032e-05+1.563145141772963473e-18j)
 (-2.077494211171984455e-03+3.917080833118284884e-18j),  (-1.918344323894344717e-04+3.292828932734724258e-18j),  (-1.125096207550569955e-03+4.251381532691355933e-18j),  (-2.139395475906082436e-03+6.787653752457759656e-18j),  (-2.893164471874500672e-04-4.651138562328334154e-18j),  (-1.222042601776679492e-03+5.661836766654547329e-18j),  (-2.077494211171984455e-03+3.917080833118284884e-18j)
 (-2.408943768392686480e-03+7.042840618598614851e-19j),  (-1.606768678082163941e-03-3.794225434593277526e-18j),  (-2.003939997412222847e-03-9.698411744358244751e-18j),  (-2.376075631815990213e-03+8.654419628177236486e-18j),  (-1.648554459435766766e-03+2.458906144089071083e-19j),  (-2.013974164734626954e-03-7.429291560422369366e-18j),  (-2.408943768392686480e-03+7.042840618598614851e-19j)
 (-2.328417985358077844e-03-1.534428325143043148e-18j),  (-2.002318224103436656e-03-2.849395634577748653e-18j),  (-2.154984665245452888e-03+9.844627012994743430e-19j),  (-2.316156114406795440e-03-7.310879890442517423e-18j),  (-1.989047864343907943e-03+3.098207730716157159e-19j),  (-2.163319972801816017e-03-6.832765202318851006e-18j),  (-2.328417985358077844e-03-1.534428325143043148e-18j)
 (-2.111764858102228946e-03+1.224734254574646333e-18j),  (-1.964695501574112348e-03+1.849098095006318926e-18j),  (-2.036281226095162586e-03-1.673679715685972793e-18j),  (-2.089960030117092495e-03-2.931620350223415219e-18j),  (-1.957570990817601199e-03+4.812376019680290080e-18j),  (-2.028342757523215849e-03-1.289135035643164100e-18j),  (-2.111764858102228946e-03+1.224734254574646333e-18j)
